Timestamp,Trial Duration,Wrist World Position X,Wrist World Position Y,Wrist World Position Z,Wrist World Position Magnitude,Wrist World Rotation X,Wrist World Rotation Y,Wrist World Rotation Z,Wrist World Rotation W,Wrist World Rotation Angle,Wrist World Rotation Axis X,Wrist World Rotation Axis Y,Wrist World Rotation Axis Z,Thumb Tip World Position X,Thumb Tip World Position Y,Thumb Tip World Position Z,Thumb Tip World Position Magnitude,Index Tip World Position X,Index Tip World Position Y,Index Tip World Position Z,Index Tip World Position Magnitude,Middle Tip World Position X,Middle Tip World Position Y,Middle Tip World Position Z,Middle Tip World Position Magnitude,Thumb Tip Local Position X,Thumb Tip Local Position Y,Thumb Tip Local Position Z,Thumb Tip Local Position Magnitude,Index Tip Local Position X,Index Tip Local Position Y,Index Tip Local Position Z,Index Tip Local Position Magnitude,Middle Tip Local Position X,Middle Tip Local Position Y,Middle Tip Local Position Z,Middle Tip Local Position Magnitude,Thumb Tip Euro Position X,Thumb Tip Euro Position Y,Thumb Tip Euro Position Z,Thumb Tip Euro Position Magnitude,Index Tip Euro Position X,Index Tip Euro Position Y,Index Tip Euro Position Z,Index Tip Euro Position Magnitude,Middle Tip Euro Position X,Middle Tip Euro Position Y,Middle Tip Euro Position Z,Middle Tip Euro Position Magnitude,Triangle Local Position X,Triangle Local Position Y,Triangle Local Position Z,Triangle Local Position Magnitude,Triangle Local Rotation X,Triangle Local Rotation Y,Triangle Local Rotation Z,Triangle Local Rotation W,Triangle Local Rotation Angle,Triangle Local Rotation Axis X,Triangle Local Rotation Axis Y,Triangle Local Rotation Axis Z,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z,Head World Position X,Head World Position Y,Head World Position Z,Head World Position Magnitude,Head World Rotation X,Head World Rotation Y,Head World Rotation Z,Head World Rotation W,Head World Rotation Angle,Head World Rotation Axis X,Head World Rotation Axis Y,Head World Rotation Axis Z,Is Grabbed,Is On Target
1772793968303,0.202998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.0206491,1.129701,-0.06531239,1.131775,0.02685037,0.003367188,0.007937315,-0.9996023,356.7682,0.9521733,0.1194079,0.2814747,False,False
1772793968312,0.2207878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02104843,1.128413,-0.0650114,1.13048,0.02100581,0.004217961,0.008348429,-0.9997356,357.3648,0.9135095,0.1834325,0.36306,False,False
1772793968326,0.2329095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02133395,1.127004,-0.06469283,1.129061,0.01310515,0.005012869,0.009672907,-0.9998549,358.0476,0.7691967,0.2942265,0.5677439,False,False
1772793968340,0.2413737,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02142499,1.125555,-0.06434178,1.127596,0.005913773,0.005420286,0.01049211,-0.9999128,358.4867,0.4478034,0.4104355,0.7944848,False,False
1772793968353,0.2552812,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02145953,1.124508,-0.06424841,1.126546,-0.001152639,0.006148425,0.01019565,-0.9999285,358.6295,-0.0963713,0.5140651,0.8524505,False,False
1772793968384,0.2691171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.0216822,1.124477,-0.06386993,1.126498,-0.004094226,0.006068653,0.009866378,-0.9999245,358.5923,-0.3332728,0.4939926,0.80313,False,False
1772793968396,0.2929597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02194,1.124205,-0.06323005,1.126196,-0.008390788,0.007115453,0.009077678,-0.9998983,358.3658,-0.5883804,0.4989511,0.6365466,False,False
1772793968409,0.3179746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02199538,1.124601,-0.06313223,1.126586,-0.006838747,0.007263992,0.008626516,-0.999913,358.4887,-0.5185539,0.5507984,0.6541129,False,False
1772793968438,0.3274557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02205994,1.124388,-0.06274903,1.126354,-0.002093403,0.00720101,0.008157318,-0.9999386,358.7302,-0.1889205,0.64986,0.7361627,False,False
1772793968471,0.3383612,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.0220848,1.124766,-0.06266578,1.126727,-0.00207156,0.007038428,0.008347672,-0.9999382,358.7265,-0.1864071,0.6333456,0.7511566,False,False
1772793968507,0.3678573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02203552,1.124757,-0.06295011,1.126733,-0.002328108,0.006862248,0.008830696,-0.9999348,358.6914,-0.2038635,0.6009007,0.7732701,False,False
1772793968532,0.4023511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02180329,1.124959,-0.06316233,1.126942,-0.001140847,0.005423747,0.009524556,-0.9999393,358.7376,-0.1035615,0.4923462,0.8646013,False,False
1772793968562,0.4410493,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02146555,1.125029,-0.06335243,1.127016,-0.0007156673,0.003895516,0.01030793,-0.999939,358.7346,-0.06480646,0.3527542,0.933423,False,False
1772793968597,0.463693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.0210892,1.125056,-0.06348616,1.127043,-0.0005292161,0.002408218,0.01042389,-0.9999426,358.7729,-0.04941861,0.2248812,0.9733907,False,False
1772793968621,0.493513,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02058945,1.125404,-0.06358672,1.127387,0.0009926757,0.0003624704,0.01091593,-0.9999399,358.7432,0.09051212,0.03305003,0.9953138,False,False
1772793968643,0.5291946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.02014491,1.125781,-0.06366275,1.127759,0.00259866,-0.001175505,0.0110264,-0.9999352,358.6949,0.2281813,-0.1032179,0.9681979,False,False
1772793968671,0.5524116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.01983997,1.126128,-0.06368176,1.128102,0.004051455,-0.001967217,0.01090525,-0.9999304,358.6484,0.3434951,-0.1667868,0.924581,False,False
1772793968698,0.5704868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.01962957,1.126279,-0.06374306,1.128252,0.004687578,-0.002541986,0.01132798,-0.9999216,358.5653,0.3743954,-0.2030277,0.9047626,False,False
1772793968727,0.5990021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.01949305,1.126401,-0.06384829,1.128377,0.004915569,-0.002594182,0.01193792,-0.9999133,358.4913,0.3733675,-0.197044,0.9067581,False,False
1772793968755,0.6254792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.01937723,1.126384,-0.06389444,1.128361,0.004753466,-0.00272173,0.01172545,-0.9999163,358.517,0.3672968,-0.2103061,0.906017,False,False
1772793968781,0.6541834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.01929621,1.126136,-0.06394199,1.128115,0.003842472,-0.002798497,0.01146915,-0.9999229,358.5773,0.309497,-0.2254086,0.923798,False,False
1772793968809,0.6837934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.01930384,1.125908,-0.06396168,1.127888,0.002847935,-0.002725576,0.01146426,-0.9999265,358.6107,0.2349057,-0.2248132,0.9456045,False,False
1772793968837,0.7101704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.664221,-0.5830079,-0.2691943,0.3826834,135,-0.7189477,-0.6310433,-0.2913738,-0.01928414,1.125849,-0.06388658,1.127825,0.002405021,-0.002952107,0.01136904,-0.9999281,358.626,0.2005811,-0.2462087,0.9481897,False,False
1772793968866,0.7363412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.08225533,1.150489,0.3019062,1.192282,0.1460672,-0.02648435,-0.2359767,0.960353,32.37562,0.5239388,-0.09499857,-0.8464416,0,0,0,0,0,0,0,0,0,1,0,0,0.1822553,-0.05048859,-0.001906216,0.1891289,-0.8242311,-0.3536971,-0.270967,0.3494544,139.0921,-0.8796928,-0.377497,-0.2892001,-0.01922845,1.125888,-0.06372882,1.127854,0.002284813,-0.003291109,0.01095055,-0.999932,358.6641,0.1959942,-0.2823155,0.939352,False,False
